"ID","Type","Stars","Status","Priority","Owner","Summary","Opened"
"9774","","1","Duplicate","","","Allow to reorder or remove ""Work in progress"" section on dashboard","Sep 27, 2018"
"9773","","3","Released","2","kaspern@google.com","Server error dialog with no other info is shown at random times.","Sep 27, 2018"
"9772","","3","Released","2","thoma...@yahoo.com","Top menu functionaility in polygerrit uses base url instead of the one set","Sep 27, 2018"
"9771","","1","Released","","kaspern@google.com","""You have draft comments on closed changes."" lacks information","Sep 27, 2018"
"9770","Bug","3","Released","0","kaspern@google.com","Dashboard button missing in polygerrit","Sep 26, 2018"
"9769","Bug","1","Invalid","3","","Submitted (Merged) patches do not appear in github repository","Sep 26, 2018"
"9768","Bug","2","Submitted","3","","Make the number of replicas and number of shards configurable","Sep 26, 2018"
"9767","","4","WontFix","4","","Search in Gerrit (Ctrl+f) only shows the matching instances in current viewing area of the code diff, not all the instances.","Sep 26, 2018"
"9766","Bug","3","Released","3","","""An illegal reflective access operation has occurred"" during build with bazel 0.17.2","Sep 26, 2018"
"9765","","1","Invalid","","","[Feature Request] Add a button or field to show which builds contain the CL","Sep 26, 2018"
"9764","Feature","7","New","3","","download-commands don't work on Powershell","Sep 25, 2018"
"9763","Bug","6","New","3","","Branches dissapearing from repositories after submitting a change","Sep 25, 2018"
"9762","Bug","2","WontFix","3","","Calling 'bazel test --test_tag_filters=elastic //...' fails when one has `gitiles` under plugin dir","Sep 25, 2018"
"9761","Bug","2","Released","3","","""400 Bad Request"" response from Elasticsearch on AWS","Sep 25, 2018"
"9760","","5","WontFix","","","Can't reach project level from inside of change (project name is not clickable)","Sep 24, 2018"
"9759","","2","WontFix","","","ChangeId needs to be after bug: and test: stanzas to be recognized","Sep 24, 2018"
"9757","Feature","5","Released","3","","Update Apache SSHD to 2.0","Sep 24, 2018"
"9756","Bug","5","Submitted","3","","owners plugin: not working with notedb","Sep 22, 2018"
"9755","Bug","8","Accepted","3","luca....@gmail.com","owners plugin: can't add gerrit groups to owners files","Sep 22, 2018"
"9754","Bug","5","Submitted","3","","owners plugin: email address doesn't resolve to a valid gerrit user","Sep 22, 2018"
"9753","","2","Invalid","","","I cannot login!!!    It's urgent!!!","Sep 21, 2018"
"9752","","5","New","","","unaccesible patch with draft comments","Sep 21, 2018"
"9751","","1","Invalid","","","Wrong reviewer turns green when adding reviewers to a change that already has some +1","Sep 21, 2018"
"9750","","5","New","","","cannot exceed 10000 results","Sep 21, 2018"
"9749","","6","New","3","","Gerrit gets stuck with window shade enabled while commenting on CLs","Sep 21, 2018"
"9748","Feature","5","New","3","dshevitz@google.com","Documentation should link to gerritcodereview.com more obviously","Sep 21, 2018"
"9747","Bug","7","Released","","","Shows empty page","Sep 20, 2018"
