"ID","Type","Stars","Status","Priority","Owner","Summary","Opened"
"9446","","3","New","3","","Clicking ""Close"" in edit mode with unsaved changes ought to have a confirm dialog","Jul 18, 2018"
"9445","Bug","2","AwaitingInformation","3","","its-bugzilla cannot communicate with multiple bugzilla instances","Jul 17, 2018"
"9444","","3","Released","2","","gerrit syntax highlighting fooled by multi-char char constants","Jul 17, 2018"
"9443","Bug","1","Released","3","kaspern@google.com","Hitting <enter> doesn't open focused link","Jul 17, 2018"
"9442","Bug","3","Released","3","","Enable ExpectedException check in bazel build","Jul 17, 2018"
"9441","Bug","1","WontFix","3","","Cookbook plugin fails on master/stable-2.15","Jul 17, 2018"
"9440","Bug","6","AwaitingInformation","3","","PrivateByDefaultIT test failing on stable-2.15","Jul 17, 2018"
"9439","","2","Accepted","3","","Add dashboard link to sticky header in file view","Jul 17, 2018"
"9433","Bug","3","Accepted","3","","Slow performance of NEWUI","Jul 15, 2018"
"9432","","2","Released","","thoma...@yahoo.com","CodeMirror throws ""Plugin install error: plugins/codemirror-editor/static/cm.html import error""","Jul 15, 2018"
"9431","Bug","4","Accepted","3","","File header sometimes not shown when using [ and ] to browse files","Jul 14, 2018"
"9429","","3","Duplicate","","kaspern@google.com","Edit in Gerrit flow is confusing and does not warn when edits are not published or will be lost; commit message is not preserved when rebasing edit","Jul 14, 2018"
"9427","Feature","4","New","3","","Create a search operator for changes with new comments or patches","Jul 13, 2018"
"9426","","1","Released","","kaspern@google.com","Dark theme hard to read Reference line","Jul 13, 2018"
"9425","Feature","4","Accepted","3","","file list sort should put upper-case ahead of lower-case","Jul 13, 2018"
"9424","Bug","2","Released","3","marco...@gmail.com","Elasticsearch V5 Query Projects test fails out of Unauthorized exceptions","Jul 13, 2018"
"9423","Feature","5","New","3","","Make Fit to screen the default for PolyGerrit diff screen","Jul 13, 2018"
"9422","Feature","5","New","3","","No keyboard shortcut for adding reviewers in PolyGerrit","Jul 13, 2018"
"9421","Bug","4","AwaitingInformation","","","polygerrit has too many scrollbars now","Jul 12, 2018"
"9420","","4","New","","","Uploading a CL caused edit to someone else's issue (!!)","Jul 12, 2018"
"9419","","3","Released","","","Cannot remove reviewers from an abandoned change","Jul 12, 2018"
"9418","","5","New","","","Cherry Pick command under Menu -> Download patch should include -x flag","Jul 12, 2018"
"9417","","1","Duplicate","","","Lost the change highlights on the scroll bar in a changed file","Jul 11, 2018"
"9416","","1","Duplicate","","","vim like commands not working","Jul 11, 2018"
"9415","Bug","4","New","3","","db rollback failed since gwtorm v1.17","Jul 11, 2018"
"9414","Bug","3","New","3","","Security vulnerability in sparklemotion/nokogiri 1.8.1","Jul 11, 2018"
"9413","Feature","2","Invalid","3","","Add emojies to quick reply","Jul 11, 2018"
"9412","Feature","4","New","4","","FR: filter out mechanical parts of diffs.","Jul 10, 2018"
"9411","Bug","3","WontFix","3","","Non-admin cannot modify empty project ACLs via GWT UI in 2.15.2","Jul 10, 2018"
"9410","","19","Released","4","","/c/12345 link triggers an infinite redirect loop on Old UI","Jul 10, 2018"
"9409","Bug","8","Released","2","dhruvsri@google.com","File content is replaced with content of previous file in review after moving with ] key before content was loaded","Jul 10, 2018"
"9408","","1","Released","","","HighlightJS missing some language modes on master","Jul 10, 2018"
"9407","Bug","1","Released","3","marco...@gmail.com","Prevent all Elasticsearch tests from running concurrently","Jul 10, 2018"
"9406","Feature","1","Duplicate","3","","PolyGerrit: add option to toggle ""Only Comments"" by default.","Jul 10, 2018"
"9403","","2","Incomplete","","","copy-paste from file view doesn't work","Jul 10, 2018"
"9402","Feature","3","New","3","","Need more visible review status","Jul 9, 2018"
"9401","","1","Invalid","","","test","Jul 9, 2018"
"9400","Bug","4","Accepted","4","","Send and close button in reply dialog on iPhone is hidden ","Jul 9, 2018"
"9399","","3","Invalid","","","intermittent LOCK_FAILURE error when sending CL for review","Jul 9, 2018"
"9398","","1","Released","2","kaspern@google.com","Commit message is wrapped when window is 1080 pixels wide","Jul 9, 2018"
