"ID","Type","Stars","Status","Priority","Owner","Summary","Opened"
"10088","Feature","4","New","3","","I would like to have the 1st version of the server-log-viewer","Nov 23, 2018"
"10087","Feature","5","New","3","","Audit at Git level","Nov 23, 2018"
"10086","Feature","3","New","3","","Keep the list of SHA1s that builds an Analytics Bucket","Nov 23, 2018"
"10085","Feature","4","New","3","","Allow commit-level analytics extraction","Nov 23, 2018"
"10084","","1","Invalid","","","A username with an @ is legal, but cause issues with git-review.","Nov 23, 2018"
"10083","","4","New","","","Link ""Choose tryjobs"" is not working","Nov 22, 2018"
"10082","","6","Released","1","","""no active search index configured ..."" when a plugin gets any index injected during startup","Nov 22, 2018"
"10081","Feature","1","Invalid","3","","As a Simulink developer, I want to know specifically which files from other changsets may be in conflict with my own changeset","Nov 22, 2018"
"10080","Bug","1","Invalid","3","","javamelody: needs newer javamelody","Nov 22, 2018"
"10079","Bug","4","New","3","","Inline comments disappear after changing diff width","Nov 22, 2018"
"10078","","4","New","","","Gerrit not saving comments","Nov 22, 2018"
"10077","Bug","1","WontFix","3","oler@google.com","Comment timestamp doesn't provide a link","Nov 21, 2018"
"10076","","4","CannotReproduce","","","Tooltip flickering","Nov 21, 2018"
"10074","Feature","1","Submitted","3","synto...@gmail.com","Make analytics-ETL multi project","Nov 21, 2018"
"10073","","3","Released","","","Unable to add google groups permissions in project ACLs","Nov 21, 2018"
"10072","Bug","1","Submitted","3","fabio...@gmail.com","audit-sl4j is not building in master","Nov 20, 2018"
"10071","Feature","1","Invalid","3","","?","Nov 20, 2018"
"10070","Feature","2","Submitted","3","synto...@gmail.com","Analytics-Wizard - Always aggregate by day","Nov 20, 2018"
"10069","Feature","1","WontFix","3","fabio...@gmail.com","Porting analytics wizard to 2.14/2.15","Nov 20, 2018"
