"ID","Type","Stars","Status","Priority","Owner","Summary","Opened"
"8944","","4","AwaitingInformation","","","Please make cherry pick easier","May 8, 2018"
"8943","","1","Duplicate","","","Loading trybot results and possible actions is really slow","May 8, 2018"
"8942","Bug","4","New","3","","Spammer removed an email from the CC list of a CL","May 7, 2018"
"8941","","9","Released","2","vikt...@google.com","PolyGerrit takes a very long time to load actions and trybots","May 7, 2018"
"8940","","3","Released","2","","Change edit doesn't load in 2.15.1, the UI reports an error when opening it","May 7, 2018"
"8939","Feature","5","WontFix","1","","Make the submit confirmation dialog optional","May 7, 2018"
"8938","Bug","3","WontFix","3","","No 'ADD CC' menu in old UI","May 7, 2018"
"8937","Bug","2","Duplicate","3","","Reviewer suggestion list is full of spammers","May 7, 2018"
"8936","Bug","2","Submitted","3","","No 'Hashtag' title in old UI","May 7, 2018"
"8935","","2","Incomplete","","","Sabotage with exploit!","May 6, 2018"
"8934","Feature","2","WontFix","3","","Make it possible to hide the ""rebase"" button in UI","May 5, 2018"
"8933","Bug","2","Submitted","3","","Not possible to deny access to refs/drafts/* in 2.15.1","May 5, 2018"
"8931","Bug","3","Released","0","huga...@gmail.com","Unable to reindex changes on NoteDb","May 5, 2018"
"8930","","2","Duplicate","","","Merge commit cannot view the files changes, only merge commit list is shown","May 5, 2018"
"8928","","1","Released","2","kaspern@google.com","""Content restored from a previous edit"" keeps poping up when i try to edit files","May 5, 2018"
"8927","","1","Released","2","kaspern@google.com","New Gerrit UI has low contrast, is not compact, and cannot edit file in-place, but the old one is going away","May 5, 2018"
"8925","","1","Duplicate","","","No option to ignore all white space","May 5, 2018"
"8922","","1","Released","","","Broken icons in Submit Status metadata","May 5, 2018"
"8921","Feature","1","Duplicate","3","","Consolidate label information","May 5, 2018"
